frame,t,dt_us,accept,u0,v0,c0,u1,v1,c1
774,101.2296,6718.0,1,453.97,576.89,0.785,565.70,550.97,0.926
775,101.3678,6727.0,1,451.75,577.47,0.793,557.61,549.97,0.891
776,101.5106,6725.0,1,446.37,577.87,0.771,547.28,549.42,0.887
777,101.6471,3261.0,1,440.08,578.28,0.758,533.33,548.31,0.870
778,101.7938,3254.0,1,436.19,578.73,0.755,523.78,547.38,0.809
779,101.9336,6723.0,1,433.24,578.91,0.741,510.94,546.46,0.792
780,102.0753,6721.0,1,426.45,579.50,0.741,494.86,545.05,0.750
781,102.2191,6715.0,1,421.05,580.10,0.723,473.39,543.27,0.713
782,102.3532,3248.0,1,416.91,580.42,0.705,461.50,542.37,0.740
783,102.4920,6724.0,1,414.90,580.35,0.688,452.12,541.44,0.716
784,102.6334,6705.0,1,412.43,580.61,0.697,439.81,540.14,0.707
785,102.7724,6717.0,1,408.42,581.09,0.690,421.00,538.66,0.699
786,102.9137,6724.0,1,404.25,581.54,0.672,407.54,537.44,0.698
787,103.0531,6731.0,1,401.39,581.66,0.666,399.63,537.10,0.728
788,103.1972,6730.0,1,398.83,581.72,0.636,389.80,536.14,0.738
789,103.3345,3240.0,1,392.06,582.58,0.644,372.69,535.14,0.771
790,103.4743,3242.0,1,387.93,582.92,0.645,354.09,533.34,0.808
791,103.6185,3248.0,1,385.57,583.00,0.628,342.86,532.83,0.849
792,103.7613,3251.0,1,382.86,583.40,0.622,327.85,531.58,0.858
793,103.9031,3252.0,1,378.90,583.57,0.593,302.60,529.09,0.879
794,104.0379,3246.0,1,374.91,583.95,0.619,282.70,527.49,0.912
795,104.1794,6731.0,1,371.56,584.64,0.613,268.32,526.19,0.922
796,104.3191,6731.0,1,369.46,585.01,0.604,255.59,525.13,0.952
797,104.4583,6735.0,1,368.03,584.62,0.589,242.85,524.03,0.961
798,104.6045,6741.0,1,367.55,584.29,0.567,225.17,522.09,0.991
799,104.7481,3242.0,1,364.46,585.18,0.584,203.46,520.17,1.000
800,104.8849,6726.0,1,361.59,584.99,0.560,185.57,518.63,1.000
801,105.0236,6736.0,1,358.88,585.34,0.561,168.74,517.08,0.997
802,105.1673,3242.0,1,356.81,585.55,0.543,151.15,516.43,1.000
803,105.3067,6730.0,1,354.82,585.56,0.530,130.02,514.31,1.000
804,105.4480,6741.0,1,353.04,585.58,0.529,111.16,512.70,1.000
805,105.5882,6742.0,1,351.25,585.94,0.529,92.14,511.06,1.000
806,105.7257,3246.0,1,347.82,586.01,0.523,70.91,509.31,1.000
807,105.8636,6729.0,1,344.96,586.38,0.515,47.22,507.38,1.000
808,106.0211,3248.0,1,343.34,586.50,0.503,34.30,506.41,1.000
809,106.1657,3229.0,1,342.12,586.46,0.496,22.53,505.34,1.000
810,106.3059,6735.0,1,339.06,586.66,0.492,3.22,501.59,0.575
811,106.4382,6749.0,1,334.40,587.18,0.499,,,
812,106.5647,6749.0,1,329.97,588.09,0.504,,,
813,106.6975,6755.0,1,327.98,588.42,0.544,,,
814,106.8326,3232.0,1,327.53,588.14,0.504,,,
815,106.9654,6758.0,1,327.45,588.24,0.503,,,
816,107.0964,6754.0,1,327.68,588.07,0.491,,,
817,107.2318,6753.0,1,327.86,588.20,0.481,,,
818,107.3642,6761.0,1,331.97,587.78,0.465,,,
819,107.4942,6761.0,1,333.32,588.02,0.480,,,
820,107.6268,3229.0,1,334.39,587.85,0.487,,,
821,107.7602,3226.0,1,335.01,588.05,0.491,,,
822,107.8933,6763.0,1,336.90,588.00,0.486,,,
823,108.0264,6763.0,1,337.44,588.26,0.475,,,
824,108.1536,3230.0,1,338.97,587.97,0.465,,,
825,108.2828,6760.0,1,339.74,588.28,0.493,,,
826,108.4159,6764.0,1,340.16,588.24,0.482,,,
827,108.5507,3226.0,1,342.22,588.52,0.497,,,
828,108.7003,3228.0,1,344.00,588.52,0.491,3.26,500.94,0.655
829,108.8413,3222.0,1,345.66,588.47,0.490,13.95,504.41,1.000
830,108.9772,6763.0,1,345.70,588.25,0.494,10.07,504.38,1.000
831,109.1173,3212.0,1,345.74,588.48,0.486,4.73,503.17,1.000
832,109.2604,3220.0,1,345.62,588.47,0.469,3.92,502.77,1.000
833,109.4013,6755.0,1,343.64,589.25,0.513,3.12,494.98,0.177
834,109.5419,6766.0,1,342.96,589.13,0.488,3.16,492.90,0.109
835,109.6861,3217.0,1,343.02,589.07,0.484,3.20,491.91,0.104
836,109.8220,3200.0,1,343.04,589.05,0.485,3.17,493.05,0.106
837,109.9606,3212.0,1,343.62,589.26,0.493,3.16,495.28,0.174
838,110.1032,6766.0,1,344.47,589.36,0.477,3.48,502.25,0.969
839,110.2493,6782.0,1,347.91,589.40,0.513,20.78,504.53,1.000
840,110.3897,3213.0,1,354.28,588.78,0.490,51.68,507.28,1.000
841,110.5302,6773.0,1,358.35,588.49,0.495,84.02,510.11,1.000
842,110.6654,6774.0,1,361.72,588.11,0.517,121.25,513.19,1.000
843,110.8016,6776.0,1,365.74,587.82,0.519,162.85,517.10,1.000
844,110.9406,3197.0,1,370.39,587.78,0.556,204.75,520.61,1.000
845,111.0955,3199.0,1,373.76,587.57,0.585,254.68,525.56,0.980
846,111.2405,3217.0,1,381.08,587.48,0.613,304.22,530.18,0.908
847,111.3798,6784.0,1,393.56,586.33,0.639,349.74,533.69,0.842
848,111.5286,6775.0,1,413.83,584.72,0.630,391.92,536.61,0.732
849,111.6675,6783.0,1,438.48,582.12,0.636,429.00,538.60,0.634
850,111.8079,3209.0,1,461.44,580.03,0.678,462.77,541.32,0.648
851,111.9472,3205.0,1,482.09,578.10,0.681,493.42,543.60,0.674
852,112.0910,6783.0,1,501.80,576.05,0.690,523.90,545.78,0.694
853,112.2309,3200.0,1,525.30,573.80,0.722,549.66,547.31,0.725
854,112.3647,3194.0,1,547.70,571.73,0.766,570.61,548.86,0.761
855,112.5043,6789.0,1,567.29,570.08,0.781,593.68,550.47,0.757
856,112.6508,6783.0,1,586.41,568.33,0.782,614.03,552.27,0.760
857,112.7909,3202.0,1,611.68,565.41,0.781,621.33,552.16,0.712
858,112.9335,3188.0,1,627.21,564.26,0.804,636.41,553.22,0.704
859,113.0763,6793.0,1,642.62,563.26,0.848,641.70,553.44,0.699
860,113.2119,6791.0,1,656.60,561.58,0.856,642.72,553.13,0.672
861,113.3497,6780.0,1,665.35,560.56,0.826,640.21,552.70,0.660
862,113.4901,3178.0,1,672.88,559.93,0.818,636.90,552.12,0.641
863,113.6327,6794.0,1,680.72,558.95,0.801,636.14,552.00,0.605
864,113.7757,6774.0,1,690.69,557.87,0.796,634.89,551.78,0.633
865,113.9137,6800.0,1,699.02,557.20,0.806,632.78,551.33,0.615
866,114.0519,6795.0,1,710.71,555.68,0.802,626.22,550.22,0.570
867,114.1974,3191.0,1,724.44,554.28,0.808,621.81,549.39,0.523
868,114.3395,3180.0,1,730.07,553.58,0.775,620.87,548.88,0.484
869,114.4811,6799.0,1,736.47,552.37,0.768,613.29,548.41,0.525
870,114.6249,6786.0,1,738.69,552.30,0.759,611.33,548.27,0.511
871,114.7687,3180.0,1,743.28,551.87,0.746,607.55,547.47,0.486
872,114.9045,6802.0,1,747.28,551.05,0.741,601.65,546.55,0.491
873,115.0412,3174.0,1,752.96,550.38,0.739,600.39,546.57,0.480
874,115.1862,6802.0,1,762.25,549.52,0.746,599.64,546.22,0.462
875,115.3258,3192.0,1,771.32,548.38,0.733,598.36,545.81,0.444
876,115.4694,3178.0,1,777.52,547.93,0.730,594.79,545.50,0.432
877,115.6129,6790.0,1,780.59,547.48,0.713,594.48,545.46,0.416
878,115.7485,3179.0,1,785.04,546.29,0.688,590.89,544.75,0.399
879,115.8846,6791.0,1,789.62,545.26,0.677,584.61,544.15,0.375
880,116.0246,3174.0,1,794.67,545.49,0.690,580.40,543.98,0.393
881,116.1689,3179.0,1,796.50,544.98,0.674,574.47,542.84,0.347
882,116.3117,6806.0,1,800.71,544.68,0.667,571.31,542.66,0.370
883,116.4516,3172.0,1,801.12,544.88,0.673,571.19,542.82,0.366
884,116.5859,3169.0,1,801.11,544.84,0.665,567.69,542.29,0.337
885,116.7293,6816.0,1,801.47,544.77,0.663,566.53,542.47,0.388
886,116.8714,3173.0,1,801.86,544.50,0.659,564.19,541.93,0.335
887,117.0129,3165.0,1,801.84,544.73,0.662,563.98,541.91,0.344
888,117.1577,3164.0,1,801.87,544.79,0.660,563.98,542.02,0.346
889,117.3017,6812.0,1,801.88,544.73,0.650,563.97,541.99,0.347
890,117.4367,3167.0,1,801.97,544.90,0.656,563.93,541.99,0.348
891,117.5748,6812.0,1,801.99,544.78,0.651,563.87,541.73,0.310
892,117.7191,6806.0,1,802.00,544.94,0.658,563.88,542.03,0.342
893,117.8582,3162.0,1,802.03,544.93,0.664,563.93,542.14,0.346
894,117.9986,3165.0,1,802.04,544.90,0.663,563.83,542.11,0.348
895,118.1484,6824.0,1,801.97,544.84,0.657,563.98,541.98,0.341
896,118.2832,6833.0,1,801.99,544.85,0.666,563.94,541.86,0.336
897,118.4204,3165.0,1,800.52,545.23,0.656,564.88,542.09,0.355
898,118.5628,3158.0,1,796.86,545.42,0.653,566.84,542.39,0.359
899,118.7055,6817.0,1,793.96,546.24,0.659,570.96,543.04,0.376
900,118.8466,3160.0,1,792.08,546.40,0.645,573.83,543.35,0.371
901,118.9873,3157.0,1,790.43,546.73,0.667,577.79,543.68,0.377
902,119.1280,3142.0,1,788.20,546.71,0.663,579.83,544.09,0.382
903,119.2662,6826.0,1,786.46,547.29,0.656,581.05,544.07,0.380
904,119.4094,6830.0,1,783.38,547.48,0.697,584.38,544.29,0.367
905,119.5535,6829.0,1,780.05,548.78,0.685,586.04,544.63,0.383
906,119.6983,6814.0,1,777.50,549.01,0.703,587.46,544.99,0.394
907,119.8379,3152.0,1,773.55,549.43,0.699,589.94,545.43,0.415
908,119.9719,3152.0,1,769.69,549.80,0.716,592.23,545.61,0.409
909,120.1130,6829.0,1,766.60,550.47,0.717,594.60,545.96,0.420
910,120.2544,6828.0,1,764.96,550.71,0.702,596.14,546.15,0.411
911,120.3925,3147.0,1,762.51,551.37,0.702,600.20,546.89,0.453
912,120.5326,6833.0,1,758.99,551.64,0.720,604.08,547.20,0.424
913,120.6764,3169.0,1,757.04,551.95,0.697,608.44,547.91,0.459
914,120.8151,3145.0,1,756.14,551.95,0.723,613.95,548.92,0.487
915,120.9561,3140.0,1,753.53,552.35,0.734,617.87,549.10,0.479
916,121.0953,3146.0,1,750.97,552.95,0.739,622.40,549.73,0.502
917,121.2424,3142.0,1,748.04,553.62,0.752,627.28,550.25,0.486
918,121.3800,6839.0,1,744.78,553.93,0.759,630.91,550.94,0.511
919,121.5195,6839.0,1,741.23,554.36,0.764,635.30,551.42,0.533
920,121.6553,6839.0,1,736.18,555.30,0.795,640.99,552.02,0.518
921,121.7923,3127.0,1,729.99,556.20,0.805,645.42,552.59,0.548
922,121.9313,3138.0,1,724.60,556.97,0.812,651.13,553.60,0.561
923,122.0733,3139.0,1,721.24,557.59,0.838,655.86,554.28,0.580
924,122.2170,3134.0,1,719.01,558.17,0.839,658.73,554.60,0.579
925,122.3592,3132.0,1,715.26,558.29,0.825,663.77,555.11,0.574
926,122.4956,3143.0,1,711.17,558.73,0.842,667.40,555.58,0.602
927,122.6362,6842.0,1,708.38,559.16,0.831,669.79,555.97,0.601
928,122.7778,3137.0,1,704.19,559.86,0.829,674.00,556.62,0.639
929,122.9179,6849.0,1,698.16,560.65,0.858,681.13,557.57,0.647
930,123.0589,6839.0,1,694.43,561.11,0.858,684.23,557.80,0.639
931,123.2062,3136.0,1,691.14,561.34,0.860,687.67,558.41,0.649
932,123.3422,6835.0,1,688.68,561.89,0.862,690.32,558.74,0.648
933,123.4819,3117.0,1,686.80,562.05,0.858,691.67,558.72,0.657
934,123.6302,3136.0,1,681.40,562.72,0.885,696.60,559.40,0.646
935,123.7695,6857.0,1,676.14,563.42,0.888,703.09,560.76,0.690
936,123.9085,3121.0,1,670.56,564.32,0.917,708.30,561.39,0.735
937,124.0476,3119.0,1,667.94,564.65,0.930,710.98,561.74,0.721
938,124.1869,6857.0,1,664.84,565.13,0.902,715.79,562.18,0.714
939,124.3257,3129.0,1,660.09,565.71,0.937,722.30,562.88,0.722
940,124.4663,6855.0,1,653.46,566.79,0.958,729.70,563.80,0.737
941,124.6080,3127.0,1,647.76,567.32,0.946,734.70,564.74,0.755
942,124.7543,6863.0,1,641.78,568.40,0.969,741.78,565.48,0.759
943,124.8950,6861.0,1,636.02,568.97,0.978,747.04,566.16,0.778
944,125.0327,6860.0,1,629.96,569.43,0.977,750.79,566.44,0.776
945,125.1728,6863.0,1,623.81,570.12,0.964,756.55,567.19,0.794
946,125.3166,6863.0,1,617.10,571.04,0.962,764.48,568.27,0.803
947,125.4553,3116.0,1,613.98,571.37,0.972,767.80,568.66,0.803
948,125.5967,3107.0,1,607.82,572.24,0.971,775.30,569.76,0.784
949,125.7434,6868.0,1,601.92,573.25,0.999,782.30,570.59,0.810
950,125.8799,3120.0,1,595.75,574.10,1.000,788.11,571.16,0.817
951,126.0157,3120.0,1,590.50,574.63,1.000,794.60,572.04,0.828
952,126.1681,3090.0,1,585.63,575.32,1.000,799.92,572.68,0.843
953,126.3255,6870.0,1,582.58,575.70,0.990,801.85,573.17,0.863
954,126.4643,6879.0,1,577.45,576.17,1.000,806.66,573.49,0.838
955,126.6037,3107.0,1,570.81,577.17,1.000,811.15,574.02,0.827
956,126.7459,6884.0,1,565.82,578.01,1.000,815.45,574.79,0.852
957,126.8834,3123.0,1,561.74,578.47,1.000,818.81,575.15,0.869
958,127.0238,3103.0,1,555.36,579.18,1.000,824.91,575.80,0.863
959,127.1673,3099.0,1,547.03,580.21,1.000,832.92,577.05,0.890
960,127.3096,3115.0,1,537.35,581.40,1.000,841.59,578.12,0.897
961,127.4494,6875.0,1,534.37,581.71,1.000,844.87,578.62,0.909
962,127.5857,6861.0,1,528.29,582.70,1.000,852.70,579.45,0.906
963,127.7311,6880.0,1,519.03,583.93,1.000,862.91,580.83,0.914
964,127.8781,3105.0,1,508.41,585.32,1.000,874.18,582.29,0.948
965,128.0188,6864.0,1,499.62,586.81,1.000,884.39,583.36,0.965
966,128.1629,6879.0,1,489.35,587.99,1.000,896.58,584.64,0.949
967,128.3033,3104.0,1,476.74,589.46,1.000,909.80,586.49,0.984
968,128.4369,3100.0,1,468.03,590.62,1.000,917.88,587.37,0.982
969,128.5741,6889.0,1,458.26,591.98,1.000,927.33,588.74,1.000
970,128.7165,3115.0,1,446.41,593.53,1.000,937.69,589.94,1.000
971,128.8568,6870.0,1,427.74,595.87,1.000,957.81,591.94,1.000
972,129.0002,3112.0,1,412.24,597.75,1.000,969.98,593.78,1.000
973,129.1464,3090.0,1,403.16,598.78,1.000,977.24,594.74,1.000
974,129.2854,6886.0,1,393.19,599.96,1.000,985.87,595.85,1.000
975,129.4217,6892.0,1,378.31,601.62,1.000,997.88,597.47,1.000
976,129.5624,3097.0,1,366.43,603.28,1.000,1006.84,598.67,1.000
977,129.7055,6890.0,1,355.24,604.58,1.000,1017.17,600.21,1.000
978,129.8456,3099.0,1,341.93,606.18,1.000,1027.42,601.38,1.000
979,129.9861,6889.0,1,332.31,607.55,1.000,1037.65,602.72,1.000
980,130.1270,6891.0,1,317.67,609.39,1.000,1052.33,604.67,1.000
981,130.2642,6896.0,1,307.38,610.59,1.000,1061.61,605.84,1.000
982,130.4077,3095.0,1,302.22,611.00,1.000,1065.74,606.32,1.000
983,130.5472,3076.0,1,299.10,611.31,1.000,1068.28,606.55,1.000
984,130.6889,3074.0,1,289.45,612.34,1.000,1075.86,607.71,1.000
985,130.8292,3071.0,1,274.45,614.30,1.000,1090.14,609.59,1.000
986,130.9635,3089.0,1,262.65,615.24,1.000,1100.97,611.09,1.000
987,131.1014,6891.0,1,250.75,616.63,1.000,1114.59,612.74,1.000
988,131.2550,6904.0,1,245.74,617.16,1.000,1119.63,613.34,1.000
989,131.4046,3087.0,1,235.78,618.17,1.000,1128.78,614.56,1.000
990,131.5455,3082.0,1,221.02,620.32,1.000,1145.71,616.58,1.000
991,131.6879,3076.0,1,209.03,622.00,1.000,1161.40,618.29,1.000
992,131.8247,3085.0,1,208.95,622.28,1.000,1161.76,618.38,1.000
993,131.9628,3077.0,1,208.94,622.34,1.000,1161.76,618.41,1.000
994,132.1031,6904.0,1,213.40,621.99,1.000,1155.13,618.00,1.000
995,132.2338,6905.0,1,,,,,,
996,132.3571,3077.0,1,,,,,,
997,132.4840,6933.0,1,,,,,,
998,132.6024,3083.0,1,,,,,,
999,132.7277,3075.0,1,,,,,,
1000,132.8521,3074.0,1,,,,,,
1001,132.9749,3080.0,1,,,,,,
1002,133.1035,3074.0,1,,,,,,
1003,133.2373,6909.0,1,,,,,,
1004,133.3635,6916.0,1,,,,,,
1005,133.4874,3070.0,1,,,,,,
1006,133.6127,6917.0,1,,,,,,
1007,133.7394,6917.0,1,,,,,,
1008,133.8638,6915.0,1,,,,,,
1009,133.9864,3067.0,1,,,,,,
1010,134.1178,6918.0,1,,,,,,
1011,134.2439,6918.0,1,,,,,,
1012,134.3708,3065.0,1,,,,,,
1013,134.4962,3067.0,1,,,,,,
1014,134.6252,6921.0,1,,,,,,
1015,134.7512,3064.0,1,,,,,,
1016,134.8683,3062.0,1,,,,,,
1017,134.9902,3064.0,1,,,,,,
1018,135.1150,3061.0,1,,,,,,
1019,135.2447,3059.0,1,,,,,,
1020,135.3705,6927.0,1,,,,,,
1021,135.4952,3057.0,1,,,,,,
1022,135.6222,6926.0,1,,,,,,
1023,135.7467,3057.0,1,,,,,,
